invoice_id,vendor,amount,currency,date,items_count,items_summary,duplicate,inflated,fake_vendor,compliance_violation,vendor_score
Sold,"MOONSTONE VENTURES LLP
Moonstone",1.0,USD,20-04-2025,0,,False,False,False,False,49
