invoice_id,vendor,amount,currency,date,items_count,items_summary,duplicate,inflated,fake_vendor,compliance_violation,vendor_score
Sold,Flipkart Internet Private Limited,1.0,USD,05-12-2025,0,,False,False,False,False,49
